forum_id,comment_id,message,cleaned_message,sentiment_score
35896,12345767,"Liked it, it was a nice OVA, the plot wasn't that bad, and I like the fact that it moved so fast.lol @ Renji dressed as mafia calling himself a cop.",liked nice ova plot bad like fact moved fast lol renji dressed mafia calling cop,0.7506
35896,26015995,Pretty good episode !Nice to see them again,pretty good episode !nice see,0.8478
35896,26221541,Pretty nice special at least way better than the first special and lol I just love Kinpachi in this one! This whole new story made it even better than most of the fillers! And I sure loved the ED credits especially Yachiru in her dark gothic clothes!,pretty nice special least way better first special lol love kinpachi one! whole new story made even better fillers! sure loved ed credits especially yachiru dark gothic clothes!,0.9858
35896,28245731,"Yes,this 1 was better than the first one,cuz that 1 was a filler.",yes 1 better first one cuz 1 filler,0.6808
35896,32724649,that was pretty badass wish it was a little longer T-T,pretty badass wish little longer,0.6486
35896,37556019,LOLEveryone dressed so ellegant in the beginning - golden.,loleveryone dressed ellegant beginning golden,0.0
35896,40293994,Story was alright; it was rushed like everyone said. Could have at least made it two episodes. I enjoyed the ending credits with the characters in contemporary outfits more than the actual special lol.,story alright rushed like everyone said could least made two episodes enjoyed ending credits characters contemporary outfits actual special lol,0.93
35896,43181755,Come on Renji. Use your Bankai!!!!,come renji use bankai!!!!,0.0
35896,43217773,"Story was alright; it was rushed like everyone said. Could have at least made it two episodes. I enjoyed the ending credits with the characters in contemporary outfits more than the actual special lol.Yes. Story was a little rushed, felt a little rushed.And yes i loved the ending credits as well.",story alright rushed like everyone said could least made two episodes enjoyed ending credits characters contemporary outfits actual special lol yes story little rushed felt little rushed yes loved ending credits well,0.9786
35896,45032841,i thought ichigo didnt have a bankai o.0 but this is somewhere after soul society arc nice special tho,thought ichigo didnt bankai 0 somewhere soul society arc nice special tho,0.6705
35896,46184722,I enjoyed this one. The first part is hilarious LOL. Nice to see again Hitsugaya in action. My first love LOL,enjoyed one first part hilarious lol nice see hitsugaya action first love lol,0.9559
35896,51701356,"I kinda liked this special, and especially the ending with Aizen and the crew just casually chilling. ",kinda liked special especially ending aizen crew casually chilling,0.6735
35896,52163793,"waii, Ukitake .w.~!!watching this after having finished all the episodes, 3 movies and the other special, this feels a bit underwhelming -still funny when Toshiro's called short though ^_^'Ken-chan 8D!pffftttt, wow, that was just awesome,-facial expression _X'D!...wow, cute, Yachiru's making him racing the high-speed train _XD!omfg at Kenpachi's gigai! -yes please, i wants dat ;w; !!!ah-... and 69 -w-....dangit, why didn't they ever look like this in the actual anime ;o;''?!....i kinda loved the ending the most, because of the characters in their various outfits _xD!!daamn sexxay -w-",waii ukitake w !!watching finished episodes 3 movies special feels bit underwhelming still funny toshiro called short though _ ken chan 8d!pffftttt wow awesome facial expression _x d! wow cute yachiru making racing high speed train _xd!omfg kenpachi gigai! yes please wants dat w !!!ah 69 w dangit ever look like actual anime ! kinda loved ending characters various outfits _xd!!daamn sexxay w,0.9856
35896,55085991,"waii, Ukitake .w.~!!watching this after having finished all the episodes, 3 movies and the other special, this feels a bit underwhelming -still funny when Toshiro's called short though ^_^'Ken-chan 8D!pffftttt, wow, that was just awesome,-facial expression _X'D!...wow, cute, Yachiru's making him racing the high-speed train _XD!omfg at Kenpachi's gigai! -yes please, i wants dat ;w; !!!ah-... and 69 -w-....dangit, why didn't they ever look like this in the actual anime ;o;''?!....i kinda loved the ending the most, because of the characters in their various outfits _xD!!daamn sexxay -w-Well that was certainly painful to read.",waii ukitake w !!watching finished episodes 3 movies special feels bit underwhelming still funny toshiro called short though _ ken chan 8d!pffftttt wow awesome facial expression _x d! wow cute yachiru making racing high speed train _xd!omfg kenpachi gigai! yes please wants dat w !!!ah 69 w dangit ever look like actual anime ! kinda loved ending characters various outfits _xd!!daamn sexxay w well certainly painful read,0.9863
35896,57090995,This wasnt good at all. The villain was uninteresting and they never explained why he was in that state in the first place? Zaraki's presence was completely pointless as well.,wasnt good villain uninteresting never explained state first place zaraki presence completely pointless well,0.4398
35896,60969423,Renji with a shotgun made this whole thing for me.,renji shotgun made whole thing,0.0
35896,63095290,It’s been a while since I watched anything bleach related it was nice to watch and bro everybody in the end credits was dripped out but ya can’t wait for Bleach TYBW 2021 to drop,since watched anything bleach related nice watch bro everybody end credits dripped ya wait bleach tybw 2021 drop,0.4939
35896,63155289,"This OVA made me rethink my opinion of Bleach...Although, as the guy above said, Renji with the shotgun made my day.",ova made rethink opinion bleach although guy said renji shotgun made day,0.0
